"","loan_status","loan_amnt","int_rate","grade","emp_length","home_ownership","annual_inc","age"
"26275",0,10000,12.21,"B",5,"RENT",35000,30
"26276",1,9000,11.89,"B",20,"OWN",98736,29
"26277",0,8500,11.89,"B",0,"RENT",45000,30
"26278",1,5000,12.84,"C",4,"RENT",58106,41
"26279",0,7000,12.53,"C",2,"RENT",24996,28
"26280",0,25000,15.05,"D",2,"RENT",120000,26
"26281",0,3800,12.53,"C",6,"RENT",36996,50
"26282",0,6000,8,"A",1,"RENT",39000,22
"26283",0,3600,7.37,"A",1,"RENT",44094,22
"26284",0,18000,12.53,"C",1,"MORTGAGE",108000,24
"26285",0,8000,7.68,"A",1,"MORTGAGE",50000,39
"26286",0,9000,NA,"C",0,"RENT",80000,25
"26287",0,12450,16.32,"E",2,"RENT",42996,25
"26288",0,4000,12.53,"C",1,"RENT",81996,24
"26289",0,20000,12.84,"C",2,"MORTGAGE",42000,27
"26290",0,6400,12.84,"C",0,"RENT",25000,23
"26291",0,3000,15.05,"D",2,"MORTGAGE",41600,22
"26292",0,10000,9.32,"A",0,"RENT",35364,25
"26293",0,12000,NA,"E",3,"OTHER",96000,23
"26294",0,9000,8,"A",11,"OWN",57000,24
"26295",0,9600,15.37,"D",0,"MORTGAGE",70000,22
"26296",0,18000,11.89,"B",18,"RENT",70000,33
"26297",0,6600,14.42,"D",6,"MORTGAGE",30000,22
"26298",1,3500,12.53,"C",0,"MORTGAGE",128000,27
"26299",0,1500,9.63,"A",2,"MORTGAGE",24000,36
"26300",0,2750,NA,"D",5,"MORTGAGE",80000,32
"26301",0,8000,9.32,"A",18,"OWN",44000,43
"26302",0,9575,9.63,"A",2,"OWN",56996,23
"26303",0,10000,9.63,"A",17,"MORTGAGE",48000,36
"26304",1,2000,13.16,"C",3,"RENT",25000,32
"26305",0,3600,14.11,"D",3,"RENT",30000,32
"26306",0,4500,15.05,"D",1,"RENT",12000,29
"26307",0,5200,10.95,"B",2,"MORTGAGE",81000,25
"26308",0,15000,12.84,"C",1,"MORTGAGE",85000,23
"26309",0,3600,14.11,"D",7,"RENT",37000,28
"26310",0,2775,7.68,"A",0,"RENT",18460,23
"26311",0,17500,7.37,"A",3,"MORTGAGE",117500,30
"26312",0,14000,9.63,"A",2,"RENT",125000,29
"26313",0,10000,8,"A",0,"OWN",180000,26
"26314",1,1500,14.42,"D",8,"MORTGAGE",60000,24
"26315",0,6400,13.16,"C",6,"RENT",80000,44
"26316",1,25000,13.79,"C",1,"MORTGAGE",76000,22
"26317",1,10000,16.63,"E",15,"RENT",26000,24
"26318",0,10000,16,"E",1,"RENT",87996,24
"26319",0,10000,NA,"A",1,"RENT",42000,27
"26320",0,4000,14.74,"D",16,"MORTGAGE",26004,29
"26321",0,9000,9.32,"A",4,"OTHER",112000,24
"26322",0,5000,8,"A",1,"MORTGAGE",79000,31
"26323",0,13000,16,"E",0,"RENT",43200,22
"26324",1,9000,NA,"C",2,"MORTGAGE",91992,37
"26325",0,19200,17.26,"F",1,"MORTGAGE",58650,22
"26326",0,9000,15.37,"D",5,"RENT",35000,31
"26327",0,5000,15.37,"D",1,"RENT",38000,25
"26328",0,18000,11.89,"B",9,"MORTGAGE",72000,28
"26329",0,4000,16,"E",0,"RENT",17600,38
"26330",1,4500,9.63,"A",5,"RENT",38000,22
"26331",1,15250,14.42,"D",3,"MORTGAGE",60000,30
"26332",0,12000,12.53,"C",2,"OWN",36000,23
"26333",0,2000,13.79,"C",1,"RENT",53117,24
"26334",0,1600,14.42,"D",15,"RENT",8088,46
"26335",0,4000,15.05,"D",2,"OWN",22000,21
"26336",0,14000,14.42,"D",4,"RENT",37148.8,23
"26337",0,12000,13.47,"C",0,"RENT",80000,22
"26338",0,5000,9.32,"A",2,"RENT",46800,21
"26339",0,6000,15.37,"D",6,"RENT",88020,35
"26340",0,8000,9.32,"A",6,"MORTGAGE",49716,25
"26341",0,4500,12.21,"B",0,"RENT",48500,23
"26342",1,10000,14.11,"D",1,"RENT",45000,24
"26343",0,8000,12.21,"B",5,"MORTGAGE",72000,24
"26344",1,9600,15.68,"E",3,"OTHER",40000,21
"26345",0,10000,12.84,"C",1,"RENT",48000,23
"26346",0,16750,12.53,"C",4,"MORTGAGE",60000,22
"26347",0,8250,9.32,"A",8,"MORTGAGE",39600,23
"26348",1,12000,14.11,"D",0,"OWN",92000,47
"26349",1,10000,12.53,"C",1,"OTHER",37800,25
"26350",0,4200,14.11,"D",0,"MORTGAGE",18701,21
"26351",0,4200,NA,"F",1,"RENT",43000,25
"26352",0,10000,12.21,"B",5,"MORTGAGE",75000,28
"26353",0,5600,14.42,"D",2,"OWN",32500,24
"26354",0,1500,13.16,"C",7,"MORTGAGE",30000,29
"26355",0,5300,7.68,"A",12,"MORTGAGE",30929.6,33
"26356",0,7100,8,"A",6,"MORTGAGE",65004,30
"26357",1,15000,13.47,"C",9,"MORTGAGE",121900,29
"26358",0,20000,14.74,"D",21,"MORTGAGE",78000,25
"26359",0,4800,8,"A",9,"MORTGAGE",62000,36
"26360",0,7200,12.84,"C",4,"RENT",50004,24
"26361",0,8000,NA,"D",0,"MORTGAGE",30000,23
"26362",1,11000,15.68,"E",14,"RENT",70000,33
"26363",0,4000,15.37,"D",5,"OWN",28000,26
"26364",0,9800,NA,"A",4,"MORTGAGE",34000,43
"26365",0,8000,9.32,"A",51,"MORTGAGE",135000,34
"26366",0,5000,13.79,"C",5,"RENT",34152,27
"26367",0,12500,11.89,"B",4,"RENT",60000,25
"26368",0,4750,12.21,"B",0,"MORTGAGE",45204,23
"26369",1,10000,14.11,"D",4,"MORTGAGE",100000,35
"26370",0,12000,15.68,"E",3,"RENT",45996,24
"26371",0,9600,13.16,"C",2,"RENT",44000,33
"26372",0,12800,14.74,"D",3,"RENT",75000,32
"26373",0,19650,15.37,"D",13,"RENT",51295,24
"26374",1,5000,14.74,"D",2,"RENT",57000,24
"26375",0,5500,14.74,"D",8,"RENT",26784,22
"26376",0,12000,13.16,"C",7,"RENT",84000,27
"26377",0,12000,14.74,"D",1,"RENT",56100,25
"26378",0,4000,7.68,"A",14,"OWN",38000,27
"26379",0,5000,NA,"C",1,"RENT",34500,22
"26380",0,12800,13.16,"C",2,"RENT",62000,28
"26381",0,6000,15.68,"E",15,"RENT",52000,26
"26382",0,7200,11.89,"B",13,"MORTGAGE",44004,21
"26383",0,6000,12.21,"B",2,"MORTGAGE",40000,33
"26384",0,10000,12.84,"C",4,"RENT",132000,25
"26385",0,10000,8,"A",3,"MORTGAGE",60000,22
"26386",0,6000,11.89,"B",1,"RENT",70000,34
"26387",1,15000,16,"E",2,"MORTGAGE",50000,21
"26388",1,10000,16.32,"E",12,"RENT",48000,22
"26389",0,6250,7.68,"A",3,"MORTGAGE",43000,39
"26390",0,12800,13.79,"C",17,"MORTGAGE",109000,44
"26391",0,12000,9.63,"A",1,"RENT",75000,28
"26392",0,4800,12.21,"B",21,"MORTGAGE",64000,24
"26393",1,25000,12.53,"C",6,"RENT",115000,36
"26394",0,20000,13.79,"C",3,"MORTGAGE",138996,28
"26395",0,11000,NA,"C",1,"MORTGAGE",24000,27
"26396",0,20000,17.58,"F",2,"RENT",101004,33
"26397",0,20000,11.89,"B",5,"MORTGAGE",44600,24
"26398",0,7000,13.79,"C",4,"RENT",27000,23
"26399",0,25000,15.37,"D",1,"RENT",89900,23
"26400",0,17400,13.47,"C",2,"MORTGAGE",107000,22
"26401",0,12000,NA,"C",9,"MORTGAGE",68000,26
"26402",0,5000,13.47,"C",1,"RENT",80004,27
"26403",1,5000,14.42,"D",2,"RENT",107028,35
"26404",0,2000,9.32,"A",5,"MORTGAGE",64000,22
"26405",0,15000,13.16,"C",7,"RENT",73500,24
"26406",1,19750,14.11,"D",3,"MORTGAGE",65000,22
"26407",0,7000,9.63,"A",2,"MORTGAGE",92004,28
"26408",1,12250,13.16,"C",4,"RENT",24000,23
"26409",0,6700,9.63,"A",0,"OWN",13500,28
"26410",0,10000,12.21,"B",3,"RENT",21000,23
"26411",0,15000,13.79,"C",3,"OTHER",58000,22
"26412",0,1600,NA,"D",5,"MORTGAGE",25700,37
"26413",1,5600,NA,"C",6,"MORTGAGE",35000,28
"26414",0,5000,12.84,"C",8,"RENT",30000,50
"26415",0,24000,13.47,"C",0,"MORTGAGE",100000,22
"26416",0,5500,15.05,"D",2,"RENT",43004,24
"26417",0,2000,13.47,"C",19,"RENT",19632,48
"26418",0,8400,13.47,"C",0,"RENT",62000,22
"26419",0,4500,15.05,"D",2,"MORTGAGE",82000,26
"26420",0,7200,13.47,"C",3,"RENT",88500,25
"26421",0,10000,15.05,"D",5,"RENT",47004,26
"26422",0,9500,11.26,"B",3,"RENT",72000,29
"26423",0,9000,13.16,"C",3,"MORTGAGE",40000,33
"26424",0,1500,14.42,"D",2,"RENT",75764,24
"26425",1,8500,15.05,"D",1,"OWN",22000,22
"26426",0,20000,12.21,"B",16,"MORTGAGE",120000,23
"26427",0,7500,15.05,"D",1,"MORTGAGE",234600,35
"26428",0,5000,12.53,"C",36,"MORTGAGE",105000,29
"26429",0,6000,9.32,"A",16,"MORTGAGE",57000,29
"26430",0,6000,9.32,"A",0,"MORTGAGE",67000,23
"26431",1,3500,14.74,"D",21,"MORTGAGE",97992,22
"26432",0,16000,13.47,"C",3,"MORTGAGE",210000,42
"26433",0,12000,14.11,"D",3,"RENT",62204,25
"26434",0,16000,9.63,"A",0,"MORTGAGE",120000,24
"26435",0,20000,12.21,"B",6,"RENT",51500,24
"26436",0,10000,13.79,"C",0,"RENT",34500,22
"26437",0,10000,NA,"E",3,"RENT",60000,23
"26438",0,3000,6,"A",1,"RENT",17916,21
"26439",1,13750,15.05,"D",0,"RENT",30000,21
"26440",0,20000,14.74,"D",5,"RENT",45000,24
"26441",0,11500,13.79,"C",13,"MORTGAGE",45900,26
"26442",1,3250,15.68,"E",5,"MORTGAGE",12000,21
"26443",0,12000,12.21,"B",0,"RENT",60000,24
"26444",0,13450,16.32,"E",1,"RENT",87805,27
"26445",0,20000,14.42,"D",3,"RENT",72000,22
"26446",0,15000,12.84,"C",5,"RENT",65000,27
"26447",1,25000,17.26,"F",5,"MORTGAGE",265000,25
"26448",0,2500,12.84,"C",18,"MORTGAGE",43000,40
"26449",0,20000,12.84,"C",5,"MORTGAGE",87988.32,27
"26450",0,20000,15.05,"D",0,"OTHER",79404,25
"26451",0,5000,9.32,"A",4,"MORTGAGE",25000,23
"26452",1,12000,NA,"A",5,"MORTGAGE",69996,24
"26453",1,8000,7.37,"A",1,"MORTGAGE",65004,28
"26454",1,3000,15.37,"D",5,"RENT",60000,34
"26455",0,5000,8,"A",4,"RENT",55000,24
"26456",0,20000,14.42,"D",20,"MORTGAGE",259000,25
"26457",0,2000,9.32,"A",5,"RENT",56496,24
"26458",0,10000,9.63,"A",2,"RENT",40000,26
"26459",0,4000,8,"A",4,"MORTGAGE",69996,23
"26460",0,15000,NA,"B",4,"MORTGAGE",103363,34
"26461",0,8000,13.79,"C",4,"OWN",21000,26
"26462",0,8400,8,"A",4,"MORTGAGE",70000,23
"26463",0,10000,9.63,"A",0,"MORTGAGE",50280,25
"26464",1,12000,13.47,"C",7,"MORTGAGE",25568,25
"26465",1,10000,14.11,"D",6,"MORTGAGE",160000,36
"26466",1,16500,9.32,"A",2,"RENT",63504,25
"26467",0,6800,14.11,"D",1,"RENT",37500,22
"26468",0,12000,9.63,"A",8,"RENT",55032,24
"26469",0,9400,16.32,"E",2,"RENT",50000,23
"26470",0,12000,13.47,"C",0,"RENT",60000,22
"26471",0,6000,11.89,"B",6,"RENT",66000,48
"26472",0,5500,8,"A",2,"MORTGAGE",81000,27
"26473",1,7750,12.21,"B",7,"MORTGAGE",41700,28
"26474",0,7000,13.47,"C",7,"RENT",37120,32
"26475",0,11500,16,"E",1,"RENT",34928.12,27
"26476",0,16000,12.84,"C",2,"RENT",41900,21
"26477",0,1925,12.84,"C",0,"MORTGAGE",15000,35
"26478",0,19000,12.21,"B",0,"MORTGAGE",105000,28
"26479",1,25000,13.16,"C",5,"MORTGAGE",125000,29
"26480",0,7500,NA,"D",0,"RENT",35004,21
"26481",0,7000,15.68,"E",0,"RENT",25200,35
"26482",0,15000,16.32,"E",23,"RENT",65000,25
"26483",0,10000,7.68,"A",0,"RENT",24000,27
"26484",0,5000,NA,"C",22,"RENT",33000,24
"26485",0,8000,14.74,"D",4,"OWN",45000,36
"26486",0,5500,8,"A",4,"OWN",32004,30
"26487",0,7000,16.32,"E",3,"RENT",55000,37
"26488",0,10000,9.63,"A",3,"RENT",37965.24,32
"26489",0,7000,15.68,"E",2,"RENT",46000,66
"26490",0,11200,14.74,"D",6,"RENT",63800,32
"26491",0,24000,NA,"C",7,"RENT",75000,24
"26492",0,15000,8,"A",30,"RENT",70500,21
"26493",0,3200,8,"A",1,"RENT",44000,24
"26494",0,10725,13.16,"C",1,"RENT",55000,33
"26495",0,3500,12.53,"C",3,"RENT",35000,21
"26496",0,18000,12.21,"B",30,"RENT",52526,25
"26497",0,12000,15.05,"D",0,"RENT",29000,24
"26498",0,5000,9.63,"A",2,"RENT",76344,25
"26499",0,12000,13.16,"C",3,"RENT",55000,34
"26500",0,15000,15.68,"E",0,"MORTGAGE",113000,32
"26501",0,20000,12.53,"C",4,"RENT",68000,25
"26502",0,11000,13.79,"C",1,"RENT",69996,28
"26503",0,8000,12.84,"C",1,"RENT",42000,23
"26504",0,20000,12.21,"B",0,"MORTGAGE",85000,35
"26505",0,8000,15.68,"E",5,"MORTGAGE",80000,23
"26506",0,1600,7.68,"A",2,"RENT",23000,24
"26507",0,5000,9.63,"A",2,"RENT",95004,23
"26508",0,10000,8,"A",17,"RENT",84996,33
"26509",1,8400,13.79,"C",5,"RENT",45000,23
"26510",0,16000,11.89,"B",4,"OTHER",85000,31
"26511",0,11250,NA,"C",1,"RENT",75000,25
"26512",0,10000,11.89,"B",2,"RENT",53000,28
"26513",1,7500,12.53,"C",2,"RENT",40000,22
"26514",1,8500,14.11,"D",0,"MORTGAGE",54996,31
"26515",0,14500,14.42,"D",0,"RENT",30000,25
"26516",0,10000,9.32,"A",1,"RENT",55000,28
"26517",0,12000,7.37,"A",0,"MORTGAGE",50004,22
"26518",0,13000,NA,"A",1,"MORTGAGE",42000,22
"26519",0,6000,8,"A",3,"RENT",60000,34
"26520",0,4800,15.37,"D",3,"RENT",15996,21
"26521",0,13000,12.53,"C",0,"RENT",65004,32
"26522",0,5000,NA,"A",0,"RENT",50000,25
"26523",1,1500,14.74,"D",2,"RENT",38004,41
"26524",0,10500,NA,"B",5,"MORTGAGE",113000,24
"26525",0,12000,12.21,"B",1,"RENT",36000,29
"26526",0,13200,NA,"C",2,"RENT",40000,34
"26527",0,10750,15.37,"D",3,"RENT",41000,37
"26528",0,6000,8,"A",4,"MORTGAGE",44500,28
"26529",1,8500,NA,"C",3,"MORTGAGE",75000,30
"26530",0,6500,13.79,"C",17,"MORTGAGE",38004,27
"26531",0,6000,13.79,"C",0,"RENT",26500,24
"26532",0,16000,14.74,"D",26,"RENT",54396,27
"26533",0,25000,12.53,"C",5,"RENT",150000,30
"26534",0,4200,16,"E",0,"RENT",26000,24
"26535",0,20000,14.11,"D",2,"RENT",84996,24
"26536",0,16000,16.63,"E",2,"MORTGAGE",70000,22
"26537",1,15000,16,"E",7,"RENT",62000,21
"26538",0,8000,16,"E",0,"OTHER",38400,24
"26539",0,15000,12.21,"B",12,"MORTGAGE",150000,26
"26540",0,3600,12.21,"B",0,"RENT",30000,22
"26541",0,11000,15.05,"D",0,"RENT",35000,24
"26542",0,15000,12.84,"C",1,"MORTGAGE",102000,27
"26543",1,6500,9.32,"A",1,"RENT",31400,47
"26544",0,6000,11.89,"B",0,"RENT",38004,25
"26545",0,2500,14.74,"D",1,"OWN",17676,31
"26546",0,9000,11.89,"B",14,"RENT",85000,43
"26547",0,5000,12.21,"B",6,"MORTGAGE",74000,24
"26548",0,7000,9.63,"A",3,"RENT",105000,34
"26549",0,5000,14.11,"D",3,"OWN",25740,27
"26550",0,5500,12.53,"C",3,"RENT",27996,23
"26551",0,15000,16.63,"E",2,"OTHER",46000,29
"26552",1,9250,12.53,"C",0,"RENT",13000,21
"26553",0,5000,13.16,"C",4,"RENT",58000,23
"26554",0,10000,16.63,"E",0,"MORTGAGE",85000,29
"26555",0,10000,8,"A",1,"MORTGAGE",111150,23
"26556",0,2600,NA,"C",2,"RENT",16000,24
"26557",0,4900,14.11,"D",4,"MORTGAGE",53000,36
"26558",1,5775,9.63,"A",1,"RENT",36900,23
"26559",0,24000,16.32,"E",2,"MORTGAGE",79996,23
"26560",0,8500,14.42,"D",19,"MORTGAGE",85000,34
"26561",0,10400,7.37,"A",5,"OWN",48000,24
"26562",1,12000,12.53,"C",7,"RENT",53004,32
"26563",0,12000,9.63,"A",14,"MORTGAGE",210000,45
"26564",0,15000,12.84,"C",5,"RENT",30000,26
"26565",0,15000,12.84,"C",0,"OWN",70000,27
"26566",0,12000,13.16,"C",1,"RENT",43000,25
"26567",0,5000,11.89,"B",2,"RENT",48000,22
"26568",0,5550,15.37,"D",3,"MORTGAGE",45300,23
"26569",0,18000,12.84,"C",2,"RENT",55000,25
"26570",0,11850,14.11,"D",7,"RENT",48500,22
"26571",1,12000,14.42,"D",3,"MORTGAGE",37000,30
"26572",0,6000,8,"A",2,"RENT",23198,25
"26573",1,17000,13.16,"C",2,"MORTGAGE",51996,21
"26574",0,22000,16.63,"E",9,"MORTGAGE",66000,31
"26575",0,7500,13.79,"C",1,"RENT",32000,26
"26576",1,10000,15.68,"E",2,"MORTGAGE",57000,36
"26577",0,6000,9.63,"A",0,"RENT",44000,42
"26578",0,2400,14.42,"D",0,"OWN",25000,31
"26579",0,13750,13.79,"C",2,"RENT",33000,41
"26580",0,20000,12.53,"C",9,"MORTGAGE",90000,35
"26581",0,25000,12.53,"C",1,"MORTGAGE",85000,22
"26582",0,12000,9.63,"A",5,"OWN",60000,40
"26583",0,4000,13.47,"C",5,"RENT",20000,33
"26584",0,10000,13.79,"C",5,"MORTGAGE",47000,24
"26585",0,2400,NA,"C",5,"RENT",77700,27
"26586",0,10000,11.89,"B",10,"RENT",54480,24
"26587",0,3000,8,"A",1,"RENT",43500,24
"26588",0,7200,7.68,"A",0,"RENT",85000,27
"26589",0,10000,12.84,"C",0,"RENT",28000,29
"26590",0,10000,13.47,"C",0,"RENT",75000,23
"26591",0,12000,9.32,"A",0,"MORTGAGE",143150,34
"26592",0,14100,8,"A",2,"MORTGAGE",63000,22
"26593",0,16800,7.37,"A",0,"RENT",78000,34
"26594",0,10000,13.16,"C",2,"RENT",33500,24
"26595",0,5000,9.63,"A",4,"MORTGAGE",45204,34
"26596",0,10000,NA,"B",1,"RENT",56500,24
"26597",0,10000,14.11,"D",0,"RENT",85000,23
"26598",0,11000,9.32,"A",3,"RENT",65867.36,35
"26599",0,5000,13.16,"C",2,"RENT",142000,27
"26600",0,12000,16,"E",5,"MORTGAGE",36000,34
"26601",0,8500,NA,"A",1,"RENT",28800,24
"26602",0,1000,7.68,"A",0,"MORTGAGE",91000,24
"26603",0,1400,12.53,"C",7,"MORTGAGE",66500,24
"26604",0,9250,13.16,"C",3,"OWN",52000,23
"26605",0,10000,NA,"C",8,"MORTGAGE",40000,22
"26606",0,7000,14.74,"D",14,"OWN",35482.2,23
"26607",0,14000,15.68,"E",2,"MORTGAGE",55000,25
"26608",0,10000,13.79,"C",2,"RENT",65000,25
"26609",0,8500,8,"A",4,"MORTGAGE",83000,21
"26610",0,4000,8,"A",0,"RENT",48000,34
"26611",0,17000,9.63,"A",7,"RENT",89004,22
"26612",0,15000,16.95,"E",2,"RENT",47000,42
"26613",0,20500,13.16,"C",2,"RENT",70000,23
"26614",0,5400,12.84,"C",3,"MORTGAGE",29996,22
"26615",0,10000,11.89,"B",1,"RENT",45000,25
"26616",0,12000,12.53,"C",6,"RENT",88000,29
"26617",0,8000,14.74,"D",8,"RENT",101000,23
"26618",0,3500,NA,"B",2,"RENT",30000,26
"26619",0,11000,15.68,"E",0,"MORTGAGE",50004,22
"26620",0,10000,9.63,"A",6,"MORTGAGE",102000,27
"26621",0,3500,16,"E",1,"OWN",35000,24
"26622",0,18000,16,"E",10,"RENT",70000,25
"26623",0,11100,9.63,"A",1,"OWN",25000,22
"26624",0,9250,13.79,"C",3,"MORTGAGE",49500,25
"26625",0,12800,14.11,"D",0,"RENT",90600,24
"26626",0,16000,12.21,"B",5,"MORTGAGE",86000,23
"26627",0,8000,13.79,"C",5,"RENT",75000,23
"26628",0,6000,9.32,"A",2,"RENT",41000,27
"26629",0,6400,NA,"C",2,"RENT",56000,34
"26630",0,9100,10.95,"B",1,"MORTGAGE",81204,26
"26631",0,7000,9.32,"A",8,"RENT",72000,26
"26632",0,6850,13.47,"C",2,"MORTGAGE",100000,23
"26633",0,6000,9.32,"A",12,"MORTGAGE",45000,31
"26634",0,1200,12.21,"B",2,"RENT",31200,22
"26635",0,11100,12.21,"B",2,"RENT",32244,22
"26636",0,8700,13.47,"C",13,"MORTGAGE",70236,23
"26637",0,6500,8,"A",0,"RENT",92000,23
"26638",0,8000,9.63,"A",9,"OWN",42000,25
"26639",0,10000,14.11,"D",7,"RENT",67000,44
"26640",0,7000,9.63,"A",0,"OWN",24000,25
"26641",0,2000,7.37,"A",0,"MORTGAGE",65000,25
"26642",0,9600,14.74,"D",4,"MORTGAGE",55004,23
"26643",0,11750,13.47,"C",3,"RENT",98000,27
"26644",1,6000,8,"A",8,"MORTGAGE",92004,25
"26645",0,15250,15.05,"D",6,"MORTGAGE",45500,26
"26646",0,15000,15.05,"D",1,"RENT",42000,25
"26647",0,1400,15.37,"D",1,"MORTGAGE",36000,28
"26648",1,8000,10.95,"B",14,"RENT",39996,23
"26649",0,6000,12.84,"C",2,"OWN",42000,28
"26650",0,5500,8,"A",3,"MORTGAGE",57000,24
"26651",0,3600,7.68,"A",3,"RENT",30500,39
"26652",0,5000,15.37,"D",0,"OWN",37440,32
"26653",0,15000,13.47,"C",6,"RENT",53500,23
"26654",0,10000,12.21,"B",14,"MORTGAGE",67000,26
"26655",0,14400,13.47,"C",0,"RENT",62000,25
"26656",0,12000,13.79,"C",5,"OWN",49008,60
"26657",0,6000,14.74,"D",10,"MORTGAGE",100824,25
"26658",0,4500,15.05,"D",1,"RENT",33000,23
"26659",0,8000,NA,"C",8,"MORTGAGE",60000,25
"26660",0,1000,8,"A",4,"MORTGAGE",68000,23
"26661",0,1500,14.74,"D",1,"RENT",39500,48
"26662",0,12000,NA,"F",11,"RENT",70802,22
"26663",0,6000,13.47,"C",5,"OWN",40000,25
"26664",0,10000,12.21,"B",6,"RENT",50004,22
"26665",0,15000,14.42,"D",9,"RENT",90000,24
"26666",1,10000,9.63,"A",9,"MORTGAGE",60000,24
"26667",0,9000,12.53,"C",1,"RENT",40000,25
"26668",0,5500,7.68,"A",4,"RENT",70000,31
"26669",0,3500,9.32,"A",9,"MORTGAGE",87000,23
"26670",1,10000,9.63,"A",1,"RENT",30000,22
"26671",0,12000,14.74,"D",29,"RENT",54000,29
"26672",0,9000,13.47,"C",16,"MORTGAGE",35100,34
"26673",0,20000,13.79,"C",5,"RENT",72000,30
"26674",0,12000,13.47,"C",2,"RENT",50004,35
"26675",0,10000,14.11,"D",0,"RENT",72500,22
"26676",0,6000,12.21,"B",1,"MORTGAGE",35000,26
"26677",0,7000,8,"A",3,"MORTGAGE",96713.32,31
"26678",0,9000,14.11,"D",6,"RENT",52000,22
"26679",0,16000,16.32,"E",1,"MORTGAGE",67000,23
"26680",0,2500,7.37,"A",7,"RENT",112995,23
"26681",1,20000,13.47,"C",6,"MORTGAGE",184000,24
"26682",0,10000,13.79,"C",2,"RENT",50004,24
"26683",0,8000,13.16,"C",5,"RENT",55000,31
"26684",0,18000,17.26,"F",0,"OWN",101300,27
"26685",0,12000,12.53,"C",0,"RENT",39000,28
"26686",0,4000,7.68,"A",0,"RENT",32000,23
"26687",0,19000,12.84,"C",2,"RENT",65000,32
"26688",0,20000,12.84,"C",3,"MORTGAGE",70000,33
"26689",0,18000,14.42,"D",3,"MORTGAGE",70000,22
"26690",0,5000,13.16,"C",6,"MORTGAGE",150000,25
"26691",0,20000,14.74,"D",26,"MORTGAGE",114000,32
"26692",0,16000,14.42,"D",23,"RENT",70000,29
"26693",0,20000,13.47,"C",3,"MORTGAGE",160000,25
"26694",0,6500,NA,"A",0,"MORTGAGE",50000,23
"26695",0,14000,NA,"A",0,"MORTGAGE",132000,70
"26696",0,10000,11.89,"B",15,"RENT",85000,23
"26697",0,8400,9.32,"A",4,"RENT",189996,32
"26698",0,6000,12.84,"C",2,"RENT",42996,23
"26699",1,2200,9.32,"A",8,"RENT",17004,29
"26700",0,7000,NA,"B",1,"RENT",108000,35
"26701",0,18225,9.63,"A",6,"OTHER",35004,24
"26702",0,8800,14.42,"D",14,"RENT",46296,29
"26703",0,4000,NA,"A",1,"RENT",52800,26
"26704",0,2000,NA,"D",18,"RENT",50000,24
"26705",0,5250,9.63,"A",3,"MORTGAGE",65004,30
"26706",1,1500,8,"A",2,"RENT",24840,28
"26707",0,14000,13.16,"C",12,"RENT",93000,35
"26708",0,5000,14.74,"D",3,"RENT",50000,24
"26709",0,6400,8,"A",7,"MORTGAGE",50000,22
"26710",0,10000,13.47,"C",4,"RENT",54996,36
"26711",1,6000,14.74,"D",16,"RENT",36000,25
"26712",1,10000,14.42,"D",1,"RENT",60000,23
"26713",0,9925,9.63,"A",9,"MORTGAGE",48000,22
"26714",0,2600,14.74,"D",1,"RENT",30996,27
"26715",0,5750,NA,"D",1,"OTHER",16000,27
"26716",0,7500,13.47,"C",0,"MORTGAGE",64956,26
"26717",0,8000,NA,"C",0,"RENT",50000,31
"26718",0,12000,9.63,"A",0,"RENT",204000,31
"26719",0,10000,14.11,"D",1,"RENT",45000,29
"26720",0,3200,8,"A",0,"MORTGAGE",75000,23
"26721",0,7200,13.79,"C",29,"RENT",31944,24
"26722",0,7000,13.47,"C",20,"MORTGAGE",92000,23
"26723",0,10500,16.32,"E",5,"RENT",46000,65
"26724",0,8000,12.21,"B",4,"RENT",20000,21
"26725",0,8125,14.42,"D",0,"OWN",12000,27
"26726",0,3400,13.16,"C",4,"OWN",31776,32
"26727",0,8000,13.16,"C",1,"MORTGAGE",32000,25
"26728",1,6000,13.16,"C",1,"RENT",36000,21
"26729",1,5000,13.79,"C",0,"RENT",50004,27
"26730",1,20000,12.84,"C",4,"OWN",45000,27
"26731",0,12000,13.79,"C",13,"RENT",55008,22
"26732",0,6000,9.32,"A",0,"MORTGAGE",65000,42
"26733",0,3000,12.84,"C",0,"MORTGAGE",99996,27
"26734",0,6000,14.42,"D",0,"MORTGAGE",61200,24
"26735",1,9325,12.53,"C",8,"MORTGAGE",85000,24
"26736",0,6700,13.47,"C",2,"RENT",72204,22
"26737",0,6000,9.32,"A",1,"RENT",48500,23
"26738",0,16000,12.53,"C",0,"MORTGAGE",46500,24
"26739",0,5000,9.32,"A",2,"RENT",58979.28,26
"26740",0,3000,9.32,"A",1,"RENT",67500,26
"26741",0,15000,13.16,"C",1,"OWN",40000,21
"26742",0,5750,13.79,"C",3,"MORTGAGE",52000,30
"26743",0,12000,NA,"E",4,"MORTGAGE",80000,34
"26744",0,12000,14.11,"D",11,"MORTGAGE",90000,28
"26745",0,1500,12.84,"C",4,"OWN",61200,26
"26746",1,18000,16.63,"E",2,"RENT",49400,24
"26747",0,6500,NA,"A",0,"OTHER",31992,26
"26748",0,2250,NA,"A",7,"MORTGAGE",86399,27
"26749",0,5200,12.53,"C",3,"RENT",50500,28
"26750",0,16000,12.21,"B",0,"RENT",84000,27
"26751",0,4000,12.84,"C",6,"RENT",18000,31
